HUISNR,PC
105,1328TT
86,1421XJ
88,4641RT
1,5652LA
10,4696BS
14,1046AT
17,2181HG
16,2142EN
22,6595CC
30223,3001DE
4,7418GX
161,3608AH
49,3011PG
421,1013DT
32,1704RW
27,3446BD
27,3029AP
11,4815NC
30223,3001DE
12,6658KC
38,2408AN
42,1118LB
45,1095AT
262,1506GJ
253,2990AG
135,1119RB
113,3073DX
107,1451MJ
14,7957CV
2,6229ES
9,6845DP
27,6199AC
22,6199AD
50,4701BG
30,3281ND
40,1091VG
222,5000AE
3,4731RA
5,9979XX
49,7751AH
8,4671GM
76,3331ML
67,3335EE
50,7908HD
17,3232GL
801,2131MA
13,4285CC
35,5988AK
8,6951MB
216,2130AE
1,2751CZ
20,5803JJ
3,2037LA
7,2992CJ
6,4782SK
11,5321JK
5045,3008AA
93,2987EN
43,1431SR
82,4704RK
67,2908BB
1,5704RJ
1,2135AZ
14,4175LP
13,3706BP
79,5045AV
150,6433KE
5224,6401GE
51,3083DD
46,2141BX
184,3194AM
20,3078ZP
95,5953NA
5,9934AR
5,9934AR
6,6598AV
38,5926PP
54,5811AL
1,6416CC
12,6671HA
38,5307HJ
210,3161DA
6002,4836LA
31,6932BZ
73,3162TM
66,1161AK
123,2516BA
30,2851AK
7,2991XR
251,1087LN
10,2012GN
20,3190AA
8,3542AN
19,1083TC
100,3190AC
25,6663HK
26,3194DH
15,2512GK
10,4554MB
30,2665BE
11,3953ME
571,1104HE
45,1244NN
0,
11,3871CN
11,3404LA
7,4271LN
65,3117AK
151,1043GR
29,1043NX
35,8244DN
8,4731RE
10,3037XS
34,3648CJ
15,5165KL
357,7323ND
21,8253JB
38,3083RP
46,3813EJ
6,6604BV
501,7327LJ
29,9206AA
26,5032XH
25,5048AB
42,4904XK
7,2991AD
180,2035SK
830,3032AL
83,2861BC
41,3331LR
6,4671GK
54,5658GG
23,3201AX
68,4825BD
59,3088ED
86,3771MB
22,2909LG
27,5900AA
14,6581RJ
34,5916PB
21,2565JT
3,2681PJ
133,7900AC
10,5246BD
28,7606XR
22,8316PZ
18,2132WS
98,3117AW
276,1067KN
77,3087BM
30,5247MX
2,2406JL
3,7627LZ
36,3071AV
115,3194DC
76,3067GH
418,7000AK
1,1118CL
69,9611KG
5,2254BC
21,5232BC
165,1079ME
57,2992SB
25,7825GA
25,7825GA
21,1118CB
3,6251NA
53,8251XR
2,8915KM
88,1456AX
11,1541AA
6,3223NH
141,6235EB
28,5652AL
7,8265MG
233,5025DC
9,2751GP
44,3812PH
167,3316GZ
38,1118LM
391,1016EJ
75,7602KD
124,6163LL
22,3227AL
15,4388WD
4318,5503LN
24,4501LA
63,2587CD
35,7345DK
100,9801BE
62,1076AE
104,1012SG
4,5047TM
15,1431BA
10,2513EA
78,2984AB
54,1118LB
61,1044AN
193,2241SK
9,4902ZA
182,1102AB
3,5741SG
307,1171PL
45,2803PE
9,3119JA
9,5251RN
335,1963AZ
17,4817BL
40,2665JK
3,9934RW
3,9934RW
10,5575BJ
16,7442CH
28,9269PS
6,3903LA
16,2993LD
3,6049LX
23,3115HC
1,3011RR
27,3335LR
16,3076GZ
399,1093GB
73,5013BJ
1,2722NG
15,2102ES
20,3232EK
27,1359HJ
3,3208LA
33,3356LD
1143,1077XX
62,7311KW
39,9203TB
8,6301WE
157,6136GM
200,8430AE
1119,1069GA
83,2861BC
0,
8,2171XK
51,1053WG
29,9206AA
6,2991XV
407,2990AK
5,3208KJ
15,7471KA
106,3772GT
45,8938BH
505,3013AL
29,4537BB
22,7531GK
37,5161GA
22,3454PW
42,3191XC
73,6827AV
5,6883JN
1,6717LM
1,9591TC
70,3011WT
4,3034KG
3,2661MK
20,7001CD
2,5145NW
2,5145NW
102,3062ME
4,1438AH
50,3032SW
420,1017BZ
1,3813EE
5,2969BJ
4,3446CB
3,3247CP
26,6941EA
20,3088KA
130,4271CD
830,3032AL
8,8332JZ
4,4825BG
41,3086XA
90,2994EE
36,9712EK
16,9675RJ
24,6466LZ
66,3319AC
1711,1069TK
6,4782SK
44,3131NB
77,2401BV
80,5629BJ
2519,6604GC
84,1951AS
30,3066GB
41,9711BC
350,3372BS
14,6835CP
92,6433JL
268,1276KR
1,5014HA
1,3439LD
11,4004JZ
29,2675BR
11,4641SK
270,1422DZ
73,3812SW
31,6744ZG
7,6041TA
10,8243MS
20,7843PL
13,4811CA
20,3771MG
63,3542AA
263,4814NZ
92,3601CG
500,1017CB
152,1507WL
64,8152DX
51,9271VT
9,3332RB
2,8013RN
89,1214JB
744,5400AS
81,4251DA
4,3962RB
4,7773NH
3,3843XN
9,5975NL
114,2153PH
41,4413BR
2,4414BG
15,2908LJ
15,2909RG
701,1114AB
7,4104BK
55,3341CS
155,2990AD
15,4782PW
385,1093GB
58,7587GB
14,1068BK
84,2613GN
102,3062ME
62,1015CS
5,4064CN
3,8131PB
6,9693AG
45,2675VN
1,4462HC
37,3011AA
4,9551CJ
1,7623CS
83,5631CJ
5,8024AD
46,3025GP
5,2033DK
14,2522CE
48,3161KG
3,4906CV
1,2761EH
751,3131KX
3142,6202NC
2,6229ES
10,1326HE
16,3861CS
331,2531AH
5,2993LN
48,4824AC
10,4131MB
218,4707AT
107,1451MJ
3,9712AC
5,7156LV
2,3341TS
2,8141NS
1,5441PS
70,3062NW
4,3087BL
6,1060PE
52,2024AS
1050,3160AG
36,1042AA
36,1042AA
59,6590AB
24,4501BD
38,1135GK
219,3065JK
29,3446JJ
43,7091VK
12,2911AD
15,3274CH
53,2548NG
1,8012EG
40,3011XB
2,3512HB
2,3512HB
63,2926PB
13,7442CH
19,5993SL
7,8447GM
4,6101WV
95,3341LW
93,3544LD
27,8332GA
257,3360AG
97,8431KJ
12,5161CB
1,1437EP
56,9001BM
41,2382BW
33,2595AM
113,2531TJ
1,5923AA
62,2525WZ
80538,2508GM
29,7325WZ
12,3068HN
351,4812XT
12,2451WB
7,2135VH
19,1693GW
10,2153GB
2,5629KS
225,9737HR
44,3118AE
20,5482TG
303,1171VC
6,2408CT
7,2170AA
5,8211AB
61,4826HS
2,3045AK
63,3253VC
222,3084LR
6,7255WT
52,7482ZZ
102,5013CD
7,3208KJ
45,3274BG
15,3197LG
6,2514BB
199,3525VE
48,3524ZJ
109,3026AE
8004,1802KA
28,3291CK
28,3291CK
24,6466LZ
22,6833GB
23,5554AN
20,1363SR
5,2408AP
29,7461TP
29,7461TP
29,7461TP
29,7461TP
29,7461TP
29,7461TP
29,7461TP
29,7461TP
29,7461TP
21,9413BD
62,3512AX
12,1962BT
569,2141AL
24,6466LZ
11,2231NZ
30,3891ZK
36,1042AA
36,1042AA
36,1042AA
36,1042AA
36,1042AA
36,1042AA
9,5347JR
84,3341BT
7,2992CJ
199,5751KX
43,3581ST
36,2135LE
80,1047HM
3,7622KP
21,2132JH
130,7336AX
502,3031EP
2,6542ZB
391,1016EJ
208,3361AT
92,3601CG
25,4051BW
2,3016BB
2,3016BB
19,2761TZ
123,3071KL
104,1012SG
55,1106ZS
12,6902PB
53,3074WR
33,4624EL
12,1119NR
41,8253RD
8,4032NC
58,2548JM
426,2287RN
15,6121KP
1,4941TA
331,1035PC
2,3016BB
35,1104VC
66,1655LD
263,8077RE
84,3194DG
148,1689KK
53,2563RS
64,1511CK
88,5611NT
98,5520AB
3,2651GH
9,6603BH
9,3052HA
111,3087AE
16,1175RJ
5,9934AR
5,9934AR
102,4823MA
20,3088GN
14,7957CV
10,7555BL
22,2935SN
57,5223VT
34,1507EM
270,3011XZ
22,1948RM
1,6921JX
9,5985NX
530,1067SX
27,6911CD
1,6921NA
30,5683CT
307,3078AA
94,1506BZ
16,6811AC
7,1972NJ
16,5222AN
18,3821AL
40,1444VV
27,1531TA
77,2404HH
8,3039VM
14,3011KA
32,9321HB
63,2031ET
20,2225AX
22,6708BP
47,1211MH
357,3205HC
277,3112AM
140,5629GC
62,1976DC
13,3088GN
763,1066VH
15,3621MX
11,5711EA
5,5161RN
98,4827CS
58,4902TM
18,1061SC
71,2571AA
1,4131PN
181,2982AL
2,3994LD
46,8231EP
8,8013PL
36,1046AV
244,3190AE
580,6418XT
71,2562AB
5,2153PH
41,3194AA
63,4926EE
2801,6537GW
23,4814AB
8,5341AV
2,4251DM
28,3077AL
15,7627LG
11,3197LG
3,3439NP
40,2718RC
11,2231KP
30,3083NM
73,3038TN
200,3197KV
1,5262GC
111,4824AT
251,1018AM
1,9269HA
111,7556LW
3,3925LA
17,3151ZJ
96,2411VB
5,1822CD
10,9641KR
80,2690AB
20,6136XC
204,3200AE
39,6681LN
17,5071VG
242,7601GM
18,2924AB
200,3197KV
39,6624AP
1,4751XN
10,6135KH
4803,5953ZL
7,1689AH
555,1017DR
7,3045BL
3,3314AH
202,3059RB
13,8447SM
153,3038NJ
323,5142CA
23,1069PJ
17,2665LR
24,4033BK
139,2586SG
9,5041EK
182,1401EM
11,2201XC
79,3114NC
45,5973ND
200,1097JB
8,6905DB
3,1906BW
26,2982CM
34,2991LR
8,4726TG
37,2152LC
508,1103GZ
162,1094NN
4,3911KG
105,3087AE
178,1046AB
7,3433DJ
95,2672HG
153,1531LH
3,7483PH
56,2317CN
1,3161GR
17,2342BB
25,2641HG
6,2235SZ
9,3054WG
701,1114AB
63,2031ET
5,2318NC
15,8307PZ
80,1047HM
21,6245KA
12,1446TA
184,1062XK
62,3227CD
14,4205JD
15,2991LV
12,3315VA
203,7557GK
64,3011VD
44,5712GH
23,4325ED
63511,2502JM
42,6043RE
37,3027VL
38,3274CL
117,6833HP
24,6466LZ
72,1423DL
158,2531HJ
38,3448WJ
10,4671HN
21,1060NN
4,3194DE
116,6538SX
17,2132WT
5,3161WE
40,3011XB
113,1813DD
35,5048AC
3,3124WB
123,1171GK
11,5049AE
18,1336KH
37,1055EW
8,4475AP
82,3311XR
66,1094SZ
3,3208LA
86,2992XC
126,1064AZ
96,5921GM
18,2162CH
11,5463XB
332,1103EW
57,1431GD
49,2811SK
3,4791RX
28,3066GN
3,3208KP
5,4879AP
1261,2153KC
98,3344CG
76,5015BM
69,3067DT
73,1106PP
7,9206AK
20,5341RE
245,1171VV
