DOSSIER,VGNUMMER,HN45,PCVA,STRAAT_VA,HUISNR_VA,TOEV_VA,PC_VA,PLAATS_VA,RV,URL,inOnderzoek,gebruiksdoel,oppervlakte,vbloStatus,C_HOOFDACT,NEVEN1,NEVEN2,reg_date,emp_class,inNiwo,inFenex
69853126,000038174162,Dixence Logistics,1102SC,Heesterveld,156,,1102SC,Amsterdam,1,,0.0,woonfunctie,44.0,in gebruik,H,H,H,2017-10-17,2,0,0
69855323,000038176211,A&N Coldstores,4411PB,De Poort,81,,4411PB,Rilland,1,www.verwijsfish.com,0.0,industriefunctie,2507.0,in gebruik,H,H,H,2017-10-18,2,0,0
69862184,000038182416,Interchains B.V.,9001EJ,Stationsweg,90,,9001EJ,Grou,41,,0.0,kantoorfunctie,317.0,in gebruik,H,,,2017-10-18,3,0,0
69863946,000038183951,Robell Expeditie B.V.,5721AA,Driehoekstraat,6,,5721AA,Asten,41,,0.0,woonfunctie,108.0,in gebruik,H,,,2017-10-18,2,0,0
69864586,000038184451,Foody B.V.,6466NG,Wiebachstraat,77,A 1,6466NG,Kerkrade,41,,0.0,kantoorfunctie,195.0,in gebruik,G,H,,,2,0,0
69866902,000038186640,Stijf Logistiek B.V.,8091AJ,Prins Mauritslaan,5,,8091AJ,Wezep,41,,0.0,industriefunctie,456.0,in gebruik,H,,,2017-10-19,1,1,0
69869979,000038189496,MLD customs consultant,2041NB,Hofdijkstraat,6,,2041NB,Zandvoort,1,,0.0,woonfunctie,88.0,in gebruik,H,,,2017-10-19,2,0,0
69886180,000038204347,AgOS B.V.,1017DJ,Keizersgracht,431,,1017DJ,Amsterdam,41,www.agos-tech.com,0.0,woonfunctie,176.0,in gebruik,H,,,2017-10-20,1,0,0
69897271,000038214822,MM Trading B.V.,5921CL,Schaepmanstraat,61,B,5921CL,Venlo,41,www.logi-maxx.de,0.0,woonfunctie,37.0,in gebruik,H,,,2017-10-24,3,0,0
69913234,000038229641,Sprint Express Transport B.V.,3034KG,Overwegwachter,4,,3034KG,Rotterdam,41,,0.0,industriefunctie,617.0,in gebruik,H,H,,2019-12-19,2,0,0
69936153,000038250721,Feelogic B.V.,3197KV,Nieuwesluisweg,240,,3197KV,Botlek Rotterdam,41,,0.0,industriefunctie,12043.0,in gebruik,H,H,,2017-10-27,1,0,0
69938865,000038253151,Reinhart Transport,9041BM,Ramshoornstrjitte,1,,9041BM,Berltsum,1,www.reinharttransporten.eu,0.0,woonfunctie,77.0,in gebruik,H,H,,2017-10-27,3,0,0
69964416,000038276666,Baelde Services & Logistics,2803PE,Kampenringweg,26,,2803PE,Gouda,1,www.bs-l.nl,,,,,H,H,,2017-10-31,2,0,0
69967970,000038280213,Kobra-IPE B.V.,3195GB,Groot Rijshoofd,2,,3195GB,Pernis Rotterdam,41,,0.0,woonfunctie,160.0,in gebruik,G,H,,2017-01-11,3,0,0
69977836,000038289318,HRSI,4675CT,Boserf,2,,4675CT,Sint Philipsland,11,www.hrsi.nl,0.0,woonfunctie,156.0,in gebruik,M,C,H,2017-02-11,3,0,0
69979642,000038290979,TankOne B.V.,3087AE,Sluisjesdijk,111,,3087AE,Rotterdam,41,www.tankone.nl,0.0,industriefunctie,6053.0,in gebruik,H,,,2017-02-11,1,0,0
69980594,000038291827,Arthena Logistic,5345SB,Opaalweg,146,,5345SB,Oss,1,,0.0,woonfunctie,66.0,in gebruik,H,,,2017-02-11,2,0,0
69981558,000038292696,EXLOG Group B.V.,2153GK,Boekweitstraat,23,,2153GK,Nieuw-Vennep,41,,0.0,industriefunctie,1071.0,in gebruik,H,,,2017-02-11,1,0,0
69981671,000036081167,Makkx Trucking & Transport B.V.,7672AC,Spade,44,,7672AC,Vriezenveen,41,www.makkx.nl,0.0,woonfunctie,129.0,in gebruik,H,H,G,2017-02-11,6,1,0
69989516,000038300001,H-K Maritime & Logistics B.V.,3161DB,Breitnerlaan,1,,3161DB,Rhoon,41,,0.0,woonfunctie,148.0,in gebruik,H,H,,2017-03-11,3,0,0
69996911,000038306743,De Boer Polen B.V.,1483MA,Zuiddijk,12,,1483MA,De Rijp,41,,0.0,kantoorfunctie,90.0,in gebruik,H,H,,2017-03-11,1,0,0
70003726,000038312824,WAE Logistic Services B.V.,6681LN,Nijverheidstraat,40,,6681LN,Bemmel,41,,0.0,industriefunctie,5015.0,in gebruik (niet ingemeten),H,,,,1,0,0
70023204,000038330768,Vintact,1328TT,Holbeinstraat,105,,1328TT,Almere,1,www.vintact.com,0.0,woonfunctie,78.0,in gebruik,H,,,2017-08-11,2,0,0
70038848,000030191211,Fair-Freight B.V.,1421XJ,Prinses Margrietlaan,86,,1421XJ,Uithoorn,41,www.fairfreight.nl,0.0,gezondheidszorgfunctie,137.0,in gebruik,H,,,2017-09-11,3,0,0
70041539,000038347636,Van Peer Transportdiensten,4641RT,Molendreef,88,,4641RT,Ossendrecht,41,,0.0,woonfunctie,124.0,in gebruik,H,M,H,2017-10-11,2,0,0
70071306,000038375338,Expeditor B.V.,5652LA,Noord Brabantlaan,1,A,5652LA,Eindhoven,41,www.xpdtr.net,0.0,woonfunctie,119.0,in gebruik,H,,,2017-11-14,2,0,0
70079390,000038382857,The Yellow Ensign,4696BS,Wilhelminastraat,10,,4696BS,Stavenisse,1,,0.0,woonfunctie,59.0,in gebruik,H,,,2017-11-15,2,0,0
70080984,000038384388,Autobedrijf Raasdorp,1046AT,Bolstoen,14,,1046AT,Amsterdam,11,www.autobedrijfraasdorp.nl,0.0,industriefunctie,1260.0,in gebruik,G,H,,2017-11-15,3,0,0
70084122,000038387301,Vanka Transport & Logistiek B.V.,2181HG,Weerlaan,17,,2181HG,Hillegom,41,,0.0,industriefunctie,1305.0,in gebruik,H,H,N,2017-11-16,2,0,0
70084157,000038387344,AUK Logistics Netherlands B.V.,2142EN,Spaarneweg,16,G,2142EN,Cruquius,41,,0.0,industriefunctie,308.0,in gebruik,H,,,2017-11-16,1,0,0
70090092,000038393034,JaMi Transportbemiddeling,6595CC,Bonkelaar,22,,6595CC,Ottersum,1,,0.0,woonfunctie,208.0,in gebruik,H,H,,2017-11-16,2,1,0
70092559,000038395215,TURNL Logistics B.V.,3011AA,Beursplein,37,,3011AA,Rotterdam,41,www.turnl.nl,0.0,kantoorfunctie,22899.0,ingetrokken,H,G,G,2017-11-16,4,0,0
70094098,000038396653,Mister G,7418GX,Tartustraat,4,,7418GX,Deventer,1,,0.0,industriefunctie,321.0,in gebruik,G,H,,2017-11-16,2,0,0
70100365,000038402343,KMIT Services,3608AH,Boomstede,161,,3608AH,Maarssen,1,,0.0,woonfunctie,122.0,in gebruik,H,H,J,2017-11-17,2,0,0
70103518,000038405474,Liquid Partners Europe B.V.,3011PG,Hoogstraat,49,A,3011PG,Rotterdam,41,,0.0,woonfunctie,56.0,in gebruik,H,H,N,2017-11-17,3,0,0
70104360,000038406268,InterExped B.V.,1013DT,Houtrijkstraat,421,,1013DT,Amsterdam,41,,0.0,woonfunctie,78.0,in gebruik,H,K,,2017-11-17,3,0,0
70113688,000038414562,ITBS Europe B.V.,1704RW,Celsiusstraat,32,,1704RW,Heerhugowaard,41,,0.0,industriefunctie,298.0,in gebruik,H,,,2017-11-20,1,0,0
70123365,000038423685,Faballous Transport,3446BD,Ibizakade,27,,3446BD,Woerden,1,www.faballous.com,0.0,woonfunctie,118.0,in gebruik,H,,,2017-11-21,2,0,0
70129975,000038429756,Alg Logistics B.V.,3029AP,Radiostraat,27,,3029AP,Rotterdam,41,,0.0,industriefunctie,9003.0,in gebruik,H,H,,2017-11-22,2,0,0
70139032,000038438151,JOJO Africa Im- en export,4815NC,Stadionstraat,11,C10,4815NC,Breda,1,,0.0,kantoorfunctie,153.0,in gebruik,H,,,2017-11-23,2,0,0
70142181,000038441098,Acerchem B.V.,3011AA,Beursplein,37,,3011AA,Rotterdam,41,,0.0,kantoorfunctie,22899.0,ingetrokken,G,H,M,2018-01-02,1,0,0
70143854,000038442612,VV Services International B.V.,6658KC,de Krozenbogerd,12,a,6658KC,Beneden-Leeuwen,41,,0.0,kantoorfunctie,54.0,in gebruik,H,M,L,2017-11-23,1,0,0
70160813,000038458950,Martrosa International Logistics B.V.,2408AN,A. van Leeuwenhoekweg,38,H,2408AN,Alphen aan den Rijn,41,,0.0,industriefunctie,707.0,in gebruik,H,,,2017-11-27,2,0,0
70174903,000038471817,Concordia International Forwarding B.V.,1118LB,Prestwickweg,42,,1118LB,Schiphol,41,,0.0,industriefunctie,240.0,in gebruik,H,,,2017-11-28,5,0,1
70176655,000038473445,Zeegelaar B.V.,1095AT,Molukkenstraat,45,H,1095AT,Amsterdam,41,www.zeegelaar-bv.nl,0.0,woonfunctie,41.0,in gebruik,N,M,H,2017-11-28,4,0,0
70182108,000038478358,AAA Shipping & Chartering B.V.,1506GJ,Westzijde,262,C,1506GJ,Zaandam,41,,0.0,woonfunctie,67.0,in gebruik,H,H,,2017-11-29,3,0,0
70182612,000038478838,Fresh Pack Logistics B.V.,2991LD,Handelscentrum ZHZ,40,b,2991LD,Barendrecht,41,www.freshpack-logistics.com,0.0,industriefunctie,250.0,in gebruik,H,H,,2017-11-29,6,0,0
70193274,000038488868,Fregat Fresh Logistics B.V.,1119RB,Beechavenue,135,,1119RB,Schiphol-Rijk,41,www.fregatfreshlogistics.nl,0.0,kantoorfunctie,83.0,in gebruik,H,,,2017-11-30,3,0,0
70198616,000038493853,Lock&Load,3073DX,Strevelsweg,113,B 01,3073DX,Rotterdam,1,,0.0,woonfunctie,53.0,in gebruik,H,,,2017-11-30,2,0,0
70200696,000038495732,Dutch Offshore Barges B.V.,1451MJ,Purmerland,107,,1451MJ,Purmerland,41,www.dutchoffshore.com,0.0,woonfunctie,434.0,in gebruik,C,C,H,2017-11-30,3,0,0
70224420,000038518015,MocTB,7957CV,Nicolaas ten Woldeweg,14,,7957CV,de Wijk,1,,0.0,woonfunctie,98.0,in gebruik,H,H,H,2017-05-12,2,0,0
70241171,000038533103,Vincent Logistics Nederland B.V.,6229ES,Robert Schumandomein,2,,6229ES,Maastricht,41,www.vincentlogistics.com,0.0,kantoorfunctie,137.0,in gebruik,H,H,,2017-06-12,4,0,0
70242739,000038534509,JH Docking,6845DP,Hoensbroekstraat,9,,6845DP,Arnhem,1,www.jhdocking.nl,0.0,woonfunctie,118.0,in gebruik,H,F,G,2017-06-12,2,0,0
70251975,000038542528,Barlee B.V.,6199AC,Horsterweg,27,,6199AC,Maastricht-Airport,41,www.barlee.eu,0.0,industriefunctie,3093.0,in gebruik,H,H,M,2017-07-12,2,0,0
70263809,000038552906,Frexport Cargo B.V.,6199AD,Vliegveldweg,22,,6199AD,Maastricht-Airport,41,,0.0,kantoorfunctie,61.0,in gebruik,H,,,2017-09-12,1,0,0
70273847,000038562189,A & A Vloerverwarming B.V.,4701BG,Beneluxflat,50,,4701BG,Roosendaal,41,,0.0,woonfunctie,54.0,in gebruik,F,M,H,2017-12-12,2,0,0
70291276,000038578050,Dynamic Cargo Survey B.V.,3281ND,Chr. Huygensstraat,30,,3281ND,Numansdorp,41,www.dynamiccargosurvey.com,0.0,industriefunctie,55.0,in gebruik,H,,,2017-12-13,2,0,0
70302049,000038587556,ASA Transport,1091VG,Vrolikstraat,40,3,1091VG,Amsterdam,1,,0.0,woonfunctie,56.0,in gebruik,H,,,2018-05-14,2,0,0
70312974,000038596849,Pro logistiek B.V.,5017GG,Sint Josephstraat,135,,5017GG,Tilburg,41,,0.0,woonfunctie,224.0,ingetrokken,H,H,M,,2,0,0
70341869,000038621991,Rien Goorden Logistics,4731RA,Vaartweg,3,,4731RA,Oudenbosch,1,,0.0,woonfunctie,116.0,in gebruik,H,H,G,2017-12-20,2,1,0
70350213,000043091741,Kloska Ship Supply B.V.,9979XX,Borkumkade,5,A,9979XX,Eemshaven,41,,0.0,kantoorfunctie,1196.0,in gebruik,G,H,,2017-12-21,5,0,0
70351589,000038630508,Signatronic Europe B.V.,7751AH,Noordwijk,49,,7751AH,Dalen,41,,0.0,winkelfunctie,708.0,in gebruik (niet ingemeten),H,,,2017-12-21,1,0,0
70369496,000038645521,Verhuurbedrijf Slings B.V.,4671GM,Prins Clausstraat,8,,4671GM,Dinteloord,41,,0.0,woonfunctie,387.0,in gebruik,H,H,,2017-12-22,3,0,0
70369968,000038645939,Vermaas Participaties,3331ML,Maasboulevard,76,,3331ML,Zwijndrecht,41,,0.0,woonfunctie,165.0,in gebruik,H,L,,2017-12-22,1,0,0
70369976,000038645920,Trisulca,3335EE,Bolero,67,,3335EE,Zwijndrecht,41,,0.0,woonfunctie,206.0,in gebruik,H,L,,2017-12-22,1,0,0
70384193,000038659484,Salezsupport,7908HD,Jos van Aalderenlaan,50,,7908HD,Hoogeveen,1,www.salezsupport.nl,0.0,woonfunctie,214.0,in gebruik,M,H,,2017-12-27,2,0,0
70400938,000038675773,Kik Consultancy,3232GL,Gootepad,17,,3232GL,Brielle,1,,0.0,woonfunctie,112.0,in gebruik,H,,,2017-12-27,2,0,0
70408475,000038683121,Mari Beheer,2131MA,Hoofdweg,801,B,2131MA,Hoofddorp,1,,0.0,woonfunctie,130.0,in gebruik,H,N,,2017-12-27,2,0,0
70418780,000038693089,DJ Logistiek,4285CC,Wethouder de Joodestraat,13,,4285CC,Woudrichem,1,,0.0,woonfunctie,123.0,in gebruik,H,H,,2017-12-27,2,0,0
70436843,000038710064,Humby,5988AK,Veldstraat,35,,5988AK,Helden,1,www.humby.nl,0.0,woonfunctie,230.0,in gebruik,H,,,2017-12-28,2,0,0
70461740,000038733366,Lensink Expeditie B.V.,6951MB,Sparrenhof,8,,6951MB,Dieren,41,www.lensinkexpeditie,0.0,woonfunctie,147.0,in gebruik,H,,,2017-12-29,2,0,0
70463565,000038735385,MBS Amsterdam B.V.,2134WB,Middelplaten,2,,2134WB,Hoofddorp,41,,0.0,woonfunctie,251.0,in gebruik,H,,,2017-12-29,2,0,0
70468060,000038739402,Autobedrijf de Punt,2411HW,Oud-Bodegraafseweg,78,D,2411HW,Bodegraven,1,www.autobedrijfdepunt.nl,0.0,kantoorfunctie,4333.0,in gebruik,G,H,,2017-12-29,2,0,0
70480206,000031488439,van Vegchel Express,5803JJ,Kleefkruid,20,,5803JJ,Venray,11,www.vanvegchelexpress.nl,0.0,woonfunctie,135.0,in gebruik,H,H,,2018-02-01,5,0,0
70480354,000029253101,Smart Freight,2037LA,Erasmuslaan,3,H,2037LA,Haarlem,11,www.smartfreight.nl,0.0,onderwijsfunctie,2189.0,in gebruik,H,H,,2018-02-01,3,0,0
70562253,000038817691,FastLane Transport,2992CJ,Morgenster,7,,2992CJ,Barendrecht,1,,0.0,woonfunctie,112.0,in gebruik,H,,,2018-08-01,2,0,0
70569517,000038824043,Independent Transport Logistics B.V.,4782SK,Plaza,6,,4782SK,Moerdijk,41,,0.0,kantoorfunctie,2056.0,in gebruik,H,,,2018-09-01,1,0,0
70579954,000038833743,Container Trucking Maasdriel B.V.,5321JK,Koningskampen,11,,5321JK,Hedel,41,,0.0,industriefunctie,403.0,in gebruik,H,,,2018-10-01,3,0,0
70594538,000038846659,Evergreen Shipping Agency (Europe) GmbH,3089JH,Waalhaven Z.z.,19,,3089JH,Rotterdam,94,www.evergreen-line.com,0.0,kantoorfunctie,8574.0,in gebruik,H,,,2018-11-01,8,0,0
70608768,000038860074,WS Trade B.V.,2987EN,Waterland,93,,2987EN,Ridderkerk,41,,0.0,woonfunctie,208.0,in gebruik,H,,,2018-12-01,1,0,0
70609748,000006389538,P. Toll Klussenbedrijf,1431SR,Geraniumstraat,43,,1431SR,Aalsmeer,11,,0.0,woonfunctie,99.0,in gebruik,F,G,H,2018-12-01,3,0,0
70617198,000038867567,MS bandenservice,4704RK,Belder,82,d,4704RK,Roosendaal,1,,0.0,industriefunctie,127.0,in gebruik,G,G,H,,3,0,0
70629293,000038878771,Maas warehousing B.V.,2908BB,Kopspoor,67,,2908BB,Capelle aan den IJssel,41,,0.0,woonfunctie,76.0,in gebruik,H,,,2018-01-16,2,0,0
70631492,000038880822,ADDAPT Chemical Distributor Services B.V.,5704RJ,Speltdijk,1,,5704RJ,Helmond,41,,0.0,kantoorfunctie,5917.0,in gebruik,H,,,2018-01-16,1,0,0
70631573,000038880903,Fast Global Express,2135AZ,Middenburg,1,,2135AZ,Hoofddorp,1,www.fgxcargo.com,0.0,woonfunctie,103.0,in gebruik,H,H,M,2018-01-16,2,0,0
70638063,000038887029,Henk Vlot Forwarding B.V.,4175LP,Marijkestraat,14,,4175LP,Haaften,41,,0.0,industriefunctie,143.0,in gebruik,H,,,2018-01-16,3,0,0
70644381,000038893150,E&M Services & Verhuur,3706BP,Strausslaan,13,,3706BP,Zeist,1,www.enmverhuur.nl,0.0,woonfunctie,102.0,in gebruik,N,H,,2018-01-17,2,0,0
70656525,000038904187,ARAN Management,5045AV,Langendijk,79,,5045AV,Tilburg,1,,0.0,woonfunctie,509.0,in gebruik,H,,,2018-01-18,2,0,0
70663718,000038910640,Van Melik Logistiek B.V.,6433KE,De Koumen,150,,6433KE,Hoensbroek,41,,0.0,industriefunctie,3847.0,in gebruik (niet ingemeten),H,,,2018-01-18,1,0,0
70663718,000039776700,Van Melik Logistiek B.V.,6433KJ,Koumenweg,3,,6433KJ,Hoensbroek,41,,0.0,industriefunctie,1501.0,in gebruik,H,,,2018-01-18,1,0,0
70676828,000038922746,M. Vogel Handelsmaatschappij B.V.,3083DD,Goereesestraat,51,A,3083DD,Rotterdam,41,,0.0,woonfunctie,93.0,in gebruik,G,H,,2018-01-21,1,0,0
70686440,000038931362,SDL Post Express B.V.,2141BX,Spaarnwouderweg,46,,2141BX,Vijfhuizen,41,,0.0,industriefunctie,316.0,in gebruik,H,G,G,2018-01-22,3,0,0
70687668,000038932512,Alaine Forwarding SAS,3194AM,Hoogvlietsekerkweg,184,,3194AM,Hoogvliet Rotterdam,94,www.alaine.fr,,,,,H,,,2018-01-22,3,0,0
70694745,000038939126,Eurocabo Shipping & Travel,3078ZP,Wielrenstraat,20,,3078ZP,Rotterdam,1,,0.0,woonfunctie,84.0,in gebruik,H,,,2018-01-23,2,0,0
70717885,000038960389,Multie car,5953NA,Broeklaan,95,,5953NA,Reuver,11,,0.0,woonfunctie,294.0,in gebruik,G,H,,,2,0,0
70728992,000038970996,B.V. Firmanten Lady Hannah,9934AR,Handelskade Oost,5,,9934AR,Delfzijl,41,www.wijnnebarends.com,0.0,industriefunctie,6411.0,in gebruik,H,,,2018-01-26,1,0,0
70729107,000038971097,B.V. Firmanten Lady Habarka,9934AR,Handelskade Oost,5,,9934AR,Delfzijl,41,www.wijnnebarends.com,0.0,industriefunctie,6411.0,in gebruik,H,,,2018-01-26,1,0,0
70732892,000038974592,Zeegers Special Services B.V.,6598AV,De Groote Heeze,6,a,6598AV,Heijen,41,,0.0,industriefunctie,1076.0,in gebruik,H,,,2018-01-26,2,0,0
70737959,000038979209,Parcel Base B.V.,5926PP,De Beeretweg,38,,5926PP,Venlo,41,,0.0,woonfunctie,130.0,in gebruik,H,,,2018-01-26,2,0,0
70755930,000030572185,F.M.S. Automobielhandel,5811AL,Lollebeekweg,54,B,5811AL,Castenray,11,,0.0,kantoorfunctie,532.0,gevormd,G,H,,2018-01-30,3,0,0
70759146,000038999463,R.W. Opslag- en distributiecentrum B.V.,6416CC,Kerkraderweg,1,,6416CC,Heerlen,41,,0.0,woonfunctie,355.0,in gebruik,H,,,2018-01-30,2,0,0
70760179,000039000532,Fahrenheit Forwarding B.V.,6671HA,IJsbout,12,,6671HA,Zetten,41,,0.0,woonfunctie,135.0,in gebruik,H,H,,2019-10-14,1,0,0
70765006,000039004864,Gewoon Herma,5307HJ,Juliana van Stolbergstr,38,,5307HJ,Poederoijen,1,,0.0,woonfunctie,100.0,in gebruik,H,,,,1,0,0
70766959,000039006603,Jadon B.V.,3161DA,Van Gogh Allee,210,,3161DA,Rhoon,41,,0.0,woonfunctie,78.0,in gebruik,H,H,M,2018-01-31,1,0,0
70776091,000039015017,RoadTrex Logistics B.V.,4836LA,Hazeldonk,6002,,4836LA,Breda,41,,0.0,industriefunctie,4834.0,in gebruik,H,H,,2018-01-31,2,0,0
70779236,000009602143,Dutch Freight Forwarding,6932BZ,Arke Noachstraat,31,,6932BZ,Westervoort,1,www.dutchff.com,0.0,woonfunctie,115.0,in gebruik,H,,,2018-01-02,2,0,0
70797358,000039035263,JP-Offshore and Marine Consultancy,3162TM,Turkoois,73,,3162TM,Rhoon,1,,0.0,woonfunctie,262.0,in gebruik,H,N,,2018-02-02,2,0,0
70802424,000039039935,Ice Mountain Group B.V.,1161AK,Venenweg,66,,1161AK,Zwanenburg,41,,0.0,kantoorfunctie,4350.0,in gebruik,K,H,H,2018-02-02,2,0,0
70811806,000039048306,Oost&West Administratie,2516BA,Binckhorstlaan,123,B Unit 318,2516BA,'s-Gravenhage,1,,0.0,kantoorfunctie,783.0,in gebruik,M,H,,2018-05-02,2,0,0
70828571,000039063747,Rietveld-Boele B.V.,2851AK,Hoenkoopse Buurtweg,30,,2851AK,Haastrecht,41,,0.0,industriefunctie,264.0,in gebruik,H,H,G,2018-06-02,5,1,0
70833508,000039068447,IMF Logistiek B.V.,2991XR,Zeemanstraat,7,a,2991XR,Barendrecht,41,ww.saadmalek.nl,0.0,industriefunctie,332.0,in gebruik,H,M,,2018-07-02,1,0,0
70836582,000039071480,Localtrans,1044AD,Elbaweg,10,,1044AD,Amsterdam,1,,0.0,kantoorfunctie,409.0,in gebruik,G,G,H,2018-07-02,2,0,0
70839298,000039073971,TJL Airfreight Management,2012GN,Koninginneweg,10,D,2012GN,Haarlem,1,,0.0,woonfunctie,81.0,in gebruik,H,M,,2018-07-02,2,0,0
70847916,000039081893,Design Warehousing B.V.,3165AC,Columbusstraat,25,,3165AC,Rotterdam-Albrandswaard,41,,0.0,industriefunctie,25700.0,in gebruik,H,H,,2018-08-02,2,0,0
70851832,000039085449,Global & K Line,3542AN,Radonweg,8,,3542AN,Utrecht,1,,,,,,H,,,2019-01-11,2,0,0
70862516,000039095517,X2X Worldwide Express,1083TC,Oldengaarde,19,,1083TC,Amsterdam,11,https://x2xworldwide.com/,0.0,industriefunctie,35.0,in gebruik,H,,,2018-09-02,2,0,0
70869138,000039101355,R.T.E. Logistics B.V.,3197LD,Westgeulstraat,6,,3197LD,Botlek Rotterdam,41,,0.0,kantoorfunctie,2114.0,in gebruik,H,H,,2018-12-02,1,1,0
70883351,000035116595,FIXIT Logistics,6534AB,Jonkerbosplein,52,,6534AB,Nijmegen,11,www.fixitlogistics.com,0.0,kantoorfunctie,22208.0,in gebruik,H,G,F,2018-02-13,3,0,0
70898375,000039128148,CET Logistics B.V.,3194DH,Koddeweg,26,,3194DH,Hoogvliet Rotterdam,41,www.cet-logistics.com,0.0,industriefunctie,809.0,in gebruik,H,,,2018-02-14,1,0,0
70918236,000039145999,Westwing Services,2512GK,Jan Hendrikstraat,15,B,2512GK,'s-Gravenhage,1,,0.0,woonfunctie,132.0,in gebruik,P,H,,2018-02-16,2,0,0
70918414,000039146162,TriModaal Containerterminal Terneuzen B.V.,4554MB,Autrichehavenweg,10,,4554MB,Westdorpe,41,,0.0,industriefunctie,1310.0,in gebruik,H,H,H,2018-02-16,2,0,0
70919054,000039146782,Unicorn Logistics B.V.,2665BE,Kerkstraat,30,,2665BE,Bleiswijk,41,www.unicorn-logistics.nl,0.0,woonfunctie,67.0,in gebruik,H,H,G,2018-02-16,2,0,0
70940606,000039166538,DERT B.V.,3953ME,Woudenbergseweg,11,,3953ME,Maarsbergen,41,,0.0,kantoorfunctie,54.0,in gebruik,H,,,2018-02-20,1,0,0
70949204,000039174298,Tieling Bedrijfsdiensten,1104HE,Kantershof,571,,1104HE,Amsterdam,1,,0.0,woonfunctie,87.0,in gebruik,H,H,M,2018-02-20,2,0,0
70959935,000039184374,REESTRANS,1244NN,Hollands End,45,,1244NN,Ankeveen,1,www.reestrans.nl,0.0,woonfunctie,78.0,in gebruik,H,H,H,2018-02-21,2,0,0
70974128,000039197646,JW Koffiehandel,6852LW,Zwanenveld,5,,6852LW,Huissen,1,,0.0,woonfunctie,117.0,in gebruik,G,G,H,2018-02-22,2,0,0
70974845,000039198308,B. van de Steeg,3871CN,Gravenhof,11,,3871CN,Hoevelaken,1,,0.0,woonfunctie,119.0,in gebruik,H,N,,2018-02-22,2,0,0
71024298,000039243435,Nieuwegeins Bevrachtingskantoor B.V.,3404LA,Edisonweg,11,,3404LA,IJsselstein,41,,0.0,industriefunctie,526.0,in gebruik,H,,,2018-02-28,3,0,0
71028501,000039247821,K.T. & T. B.V.,4271LN,Kornsche Buitenkade,7,,4271LN,Dussen,41,,0.0,industriefunctie,246.0,in gebruik (niet ingemeten),H,,,2018-02-28,2,1,0
71055568,000039273431,Sabca Transport B.V.,3117AK,Westfrankelandsestraat,65,C,3117AK,Schiedam,41,,0.0,woonfunctie,58.0,in gebruik,H,H,H,2018-05-03,1,1,0
71059717,000039277259,ACS Logistics B.V.,1043GR,Kingsfordweg,151,,1043GR,Amsterdam,41,,0.0,kantoorfunctie,319.0,in gebruik,H,,,2018-05-03,1,0,1
71081577,000039297004,Ocean Cargo Logistics (Ocl) B.V.,1043NX,Radarweg,29,A 12,1043NX,Amsterdam,41,,0.0,kantoorfunctie,39545.0,ingetrokken,H,K,,2018-07-03,1,0,0
71100636,000039314812,Rama Shipping Den Haag,8244DN,Stavorenstraat,35,,8244DN,Lelystad,1,,0.0,woonfunctie,65.0,in gebruik,H,H,,2018-08-03,2,0,0
71120440,000039332780,Survivor Distri,4731RE,Ambachtenstraat,8,,4731RE,Oudenbosch,41,,0.0,industriefunctie,803.0,in gebruik,H,,,2018-11-23,2,0,0
71135480,000039346617,SSR Shipping,3037XS,Zestienhovenstraat,10,E,3037XS,Rotterdam,1,,0.0,woonfunctie,83.0,in gebruik,H,H,H,2018-03-13,2,0,0
71138765,000039349535,Rondom Logistiek,3648CJ,Herenweg,34,,3648CJ,Wilnis,1,,0.0,woonfunctie,149.0,in gebruik,H,H,,2018-03-14,2,0,0
71152067,000024821322,Mark Bouman Dienstverlening B.V.,5165KL,Koperwiek,15,,5165KL,Waspik,41,,0.0,woonfunctie,83.0,in gebruik,N,H,,2018-03-15,3,1,0
71160175,000041323025,Autobedrijf Anklaar,7323ND,Aristotelesstraat,357,,7323ND,Apeldoorn,1,www.autobedrijfanklaar.nl,0.0,woonfunctie,95.0,in gebruik,G,H,H,2018-05-12,2,0,0
71166084,000039374580,Peiman Transport & Logistiek B.V.,8253JB,Bontwerkersgilde,21,,8253JB,Dronten,41,,0.0,woonfunctie,113.0,ingetrokken,H,,,2018-03-16,2,0,0
71166920,000039375323,Fluffy Enterprise International B.V.,3083RP,Ebenhaëzerstraat,38,A,3083RP,Rotterdam,41,,0.0,woonfunctie,55.0,in gebruik,H,L,G,2018-10-17,1,0,0
71177809,000039385302,033Logistics,3813EJ,Bohortplaats,46,,3813EJ,Amersfoort,1,,0.0,woonfunctie,104.0,in gebruik,H,,,2018-03-19,2,0,0
71194223,000005453402,Heesbeen Auto's (handelsonderneming),6604BV,Edisonstraat,6,,6604BV,Wijchen,11,www.heesbeen-autos.nl,0.0,winkelfunctie,227.0,in gebruik,G,M,H,2018-03-20,3,0,0
71196277,000039402150,trans2day,7327LJ,Magistratenveld,501,,7327LJ,Apeldoorn,1,,0.0,woonfunctie,124.0,in gebruik,H,H,,2018-03-21,2,0,0
71198504,000039404145,Chauffeurs Collectief 1 B.V.,9206AA,Tussendiepen,29,,9206AA,Drachten,41,,0.0,industriefunctie,299.0,in gebruik,H,,,,2,0,0
71200142,000039405583,Road2CEE,5032XH,Dieze,26,,5032XH,Tilburg,41,,0.0,woonfunctie,182.0,in gebruik,H,M,,2018-03-21,3,0,0
